Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.6818E-3,95.289486685,0.852416507,0.002687656,0.957494407,0
1.68314E-3,95.626047207,0.852640559,0.002495681,0.959731544,0
1.69207E-3,95.795254345,0.854130903,0.002399693,0.96196868,0
1.70814E-3,96.136114143,0.856772757,0.002207717,0.964205817,0
1.71286E-3,96.30740004,0.857540196,0.00211173,0.966442953,0
1.71498E-3,96.65018564,0.857883844,0.001919754,0.970917226,0
1.71537E-3,96.821722817,0.857946875,0.001823767,0.973154362,0
1.71915E-3,97.165412225,0.858555932,0.001631791,0.977628635,0
1.72519E-3,97.33793113,0.859524636,0.001535803,0.979865772,0
1.72934E-3,97.510865071,0.860186372,0.001439816,0.982102908,0
1.7322E-3,97.857219564,0.860641375,0.00124784,0.982102908,0
1.73891E-3,98.031110401,0.861700193,0.001151853,0.984340045,0
1.7453E-3,98.379752239,0.862701628,0.000959877,0.986577181,0
1.75198E-3,98.554949912,0.863741182,0.000863889,0.988814318,0
1.77268E-3,98.909458602,0.866912381,0.000671914,0.991051454,0
1.77951E-3,99.087409904,0.86794368,0.000575926,0.991051454,0
1.79032E-3,99.266442264,0.869557898,0.000479939,0.993288591,0
1.83598E-3,99.629526924,0.876159768,0.000287963,0.995525727,0
1.84921E-3,99.814448111,0.878010728,0.000191975,0.995525727,0
1.85552E-3,100,0.878882917,0.000095988,0.997762864,0
